,norm,formal,subjektif,posneg
1157,besok vaksin trs kayak semangat gt sampe jd susah bgt bobo drtd ya allah can somebody just tranquilize me,besok vaksin terus kayak semangat begitu sampai jadi susah banget bobo drtd ya allah can somebody just tranquilize me,0.0,1.0
1158,polri dirikan gerai vaksin presisi di polrespolsek gratis dan tanpa syarat,polri diri gerai vaksin presisi di polrespolsek gratis dan tanpa syarat,0.0,0.0
1159,lah katanya udh daftar itu gue vaksin gotong royong,lah kata sudah daftar itu gue vaksin gotong royong,1.0,0.0
1160,krn vaksin cm buat ngebantu mencegah aja gasi nan selebihnya tergantung imun,karena vaksin cuma buat bantu cegah saja gas nan lebih gantung imun,0.0,1.0
1162,mau vaksin aja susahnya minta ampun,mau vaksin saja susah minta ampun,0.0,-1.0
1165,mau ihhhhh udah vaksin jg dri lama,mau ih sudah vaksin juga dari lama,1.0,0.0
1166,masih banyak ya ternyata org yg mikir kalo udh divaksin tuh udah ada tamengnya jd aman alias gabisa kena covid kalo kena covid berati vaksin cuma jualan sematagak ngaruhpembodohan kasian sebenernya gak harus jd nakes sih buat paham cara kerja vaksin dsr kaum denial,masih banyak ya nyata orang yang mikir kalo sudah vaksin tuh sudah ada tameng jadi aman alias enggak bisa kena covid kalo kena covid arti vaksin cuma jual sematagak ngaruhpembodohan kasihan benar enggak harus jadi nakes sih buat paham cara kerja vaksin dasar kaum denial,1.0,0.0
1168,sok sok an gamau vaksin katanya nanti disuntik covid ya bukan gitu masa iye disuntik kuah bakso,sok sok an enggak mau vaksin kata nanti suntik covid ya bukan begitu masa iye suntik kuah bakso,1.0,0.0
1169,pagi ini atau besok sepertinya dapet jadwal vaksin tp gue jam segini masih melek total,pagi ini atau besok seperti dapat jadwal vaksin tapi gue jam gin masih melek total,0.0,0.0
1170,kek nya itu mah kesurupan deh bkn gegara vaksin,kayak nya itu mah surup deh bukan gegara vaksin,1.0,0.0
1171,sumpah aneh bat mau sampe kapan pun gakan ada ujungnya kalo cmn nambah tenaga krn cmn mengobati cara lockdown biar ganyebar sama vaksin sih,sumpah aneh banget mau sampai kapan pun gakan ada ujung kalo cuman tambah tenaga karena cuman obat cara lockdown biar ganyebar sama vaksin sih,1.0,1.0
1173,di daerah aku katanya harus nunjukin ktp dulu aku belom bikin ktp huee jadi belom di vaksin,di daerah aku kata harus nunjukin ktp dulu aku belum bikin ktp huee jadi belum di vaksin,0.0,-1.0
1174,terus sekarang rumor jelek tentang vaksin ayolah semua obat ada efeknya tanya ibu kalian waktu kalian masih kecil di vaksin gimana efek nya jadi aku harap kalian mau di vaksin berdoa ke pada tuhan semua akan berakhir baik amin,terus sekarang rumor jelek tentang vaksin ayo semua obat ada efek tanya ibu kalian waktu kalian masih kecil di vaksin bagaimana efek nya jadi aku harap kalian mau di vaksin doa ke pada tuhan semua akan akhir baik amin,1.0,1.0
1176,pdhl bulan ga haid kirain bulan ini juga engga karena udh mo akhir bln hhhh efek vaksin period cramp level pain yang bikin mikir yaampun ak mending mati aj deh yh begitulah crtku yg tdk bgitu mnarik met bobo all,padahal bulan enggak haid ira bulan ini juga enggak karena sudah mau akhir bulan hhhh efek vaksin period cramp level pain yang bikin mikir yaampun aku mending mati saja deh ya begitu crtku yang tidak begitu mnarik selamat bobo all,1.0,-1.0
1177,pengalaman divaksin di hari pertama haid beneran kek mo meninggal yg mau vaksin bisa atur jadwal biar ga pas di haidnya ya apalg yg haidny sakit bgt ini aku aj jam segini br bs tenang sbg org yg haidnya g teratur ak udh paginya knp hrs haid,alam vaksin di hari pertama haid benar kayak mau tinggal yang mau vaksin bisa atur jadwal biar enggak pas di haid ya apalagi yang haidny sakit banget ini aku saja jam gin baru bisa tenang bagai orang yang haid enggak atur aku sudah pagi kenapa harus haid,0.0,-1.0
1178,persetan ama kapitalis semua serba surat vaksin,persetan sama kapitalis semua serba surat vaksin,1.0,-1.0
1179,distribusi vaksin lambat realisasi vaksinasi di situbondo terendah di jatim,distribusi vaksin lambat realisasi vaksinasi di situbondo rendah di jatim,0.0,0.0
1180,gatau vaksin apa,enggak tau vaksin apa,1.0,-1.0
1182,lusa ada jadwal vaksin tp jam tidur masih berantakan,lusa ada jadwal vaksin tapi jam tidur masih beranta,0.0,0.0
1183,ini yg kagak mau vaksin bisa ditangguhkan aja gak kerjaannya atau apa kek kasih sanksi gitu soalnya termasuk ke dalam tindakan yang membahayakan vaksin udh gratis banyak pilihan akses skrg udah dipermudah masih takut juga gua gampar,ini yang kagak mau vaksin bisa tangguh saja enggak kerja atau apa kayak kasih sanksi begitu soal masuk ke dalam tindak yang bahaya vaksin sudah gratis banyak pilih akses sekarang sudah mudah masih takut juga gua gampar,1.0,0.0
1185,gabisa tidur padahal hari ini vaksin w cemilin ini hingga tetes terakhir,enggak bisa tidur padahal hari ini vaksin gue cemilin ini hingga tetes akhir,0.0,0.0
1187,takutnya tuh gue ada penyakit yg g boleh buat vaksin tapi g d periksa dulu langsung suntik aja kalo periksa sendiri k dokter lebih takut,takut tuh gue ada sakit yang enggak boleh buat vaksin tapi enggak di periksa dulu langsung suntik saja kalo periksa sendiri kak dokter lebih takut,1.0,-1.0
1188,gue juga takut anjir mana mau di vaksin lagi,gue juga takut anjir mana mau di vaksin lagi,0.0,-1.0
1190,iyaaa muk vaksin duluuu,iya muk vaksin dulu,1.0,0.0
1192,jaga diri berarti jaga orang lain tetap disiplin prokes covid vaksin vaksinasi,jaga diri arti jaga orang lain tetap disiplin prokes covid vaksin vaksinasi,1.0,1.0
1194,tni sekarang lagi gelar serbuan vaksin di berbagai daerah cus cek kodim terdekat,tni sekarang lagi gelar serbu vaksin di bagai daerah cus cek kodim dekat,0.0,0.0
1196,semoga lancar dan baikbaik saja ya kak meski tersebar berita kurang mengenakkan disanasini tapi syukur aku sudah di vaksin dan aku sekeluarga sehat warga desaku juga sehat jadi tidak perlu terlalu khawatir positif thinking ok,moga lancar dan baikbaik saja ya kak meski sebar berita kurang enak disanasini tapi syukur aku sudah di vaksin dan aku keluarga sehat warga desa juga sehat jadi tidak perlu terlalu khawatir positif thinking ok,1.0,1.0
1197,jaga diri berarti jaga orang lain tetap disiplin prokes covid vaksin vaksinasi,jaga diri arti jaga orang lain tetap disiplin prokes covid vaksin vaksinasi,1.0,1.0
1199,wkwkwkwkwkwvaksin covid bukan untk pencegahanpencegahan dgn prokes dan imun diri kita sndri yg harus kuatvaksin covid hanya untk alat bantu penguasa,wkwkwkwkwkwvaksin covid bukan untuk pencegahanpencegahan dengan prokes dan imun diri kita sendiri yang harus kuatvaksin covid hanya untuk alat bantu kuasa,1.0,-1.0
1200,check up konsul dokter dulu aja kak seminggu sebelum vaksin rutin olahraga vitamin,check up konsultasi dokter dulu saja kak minggu belum vaksin rutin olahraga vitamin,1.0,0.0
1201,percuma pak kalau tidak diwajibkan baiknya bikin peraturan jika tidak ada bukti vaksin maka tidak bisa bikin ktp atau lain nya,percuma pak kalau tidak wajib baik bikin atur jika tidak ada bukti vaksin maka tidak bisa bikin ktp atau lain nya,1.0,0.0
1202,ya ampun bener gakebayang gabisa ngerasain seblaknangis pedih banget pasti stay safe everyone yg belum vaksin yuk segera,ya ampun benar gakebayang enggak bisa rasai seblaknangis pedih banget pasti stay safe everyone yang belum vaksin yuk segera,1.0,-1.0
1203,ternyata bgini efek abis vaksin yaa yukk bisa ris lewatinnya,nyata begini efek habis vaksin ya yuk bisa ris lewatinnya,1.0,-1.0
1207,gatau efek vaksin mungkin,enggak tau efek vaksin mungkin,1.0,-1.0
1209,satgas minta tambahan kuota vaksin di gor ciracas,satgas minta tambah kuota vaksin di gor ciracas,0.0,0.0
1210,sharing pengalaman vaksin all aku sinovac yaaa yg aku rasain di itu tangan dikit pegel tapi cuma beberapa jam lalu di agak beratdan lemes gtu btw ilang sihilang total dan kembali seperti sedia kala di ini,sharing alam vaksin all aku sinovac ya yang aku rasai di itu tangan dikit gel tapi cuma beberapa jam lalu di agak beratdan lemes begitu btw hilang sihilang total dan kembali seperti sedia kala di ini,0.0,1.0
1212,jadi gak perlu ragu lagi buat vaksin toh sudah di pastikan aman,jadi enggak perlu ragu lagi buat vaksin toh sudah di pasti aman,1.0,1.0
1213,efek vaksin tadi siang kerasanya malem ini,efek vaksin tadi siang rasa malam ini,0.0,-1.0
1214,kan biasa lgsg dikasi ntar jadwal buat vaksin yg ke,kan biasa langsung kasi entar jadwal buat vaksin yang ke,1.0,0.0
1217,remaja arab sampai tahundisuntik vaksin pfizer hal itu sesuai dengan kemajuan dalam cakupan komunitas kategori prioritas dan ketersediaan pasokan vaksin,remaja arab sampai tahundisuntik vaksin pfizer hal itu sesuai dengan maju dalam cakup komunitas kategori prioritas dan sedia pasok vaksin,0.0,0.0
1218,tadi pagi di vaksin terus berharap ada efek samping jadi kayak steve rogers tapi ternyata engga hahaha canda,tadi pagi di vaksin terus harap ada efek samping jadi kayak steve rogers tapi nyata enggak hahaha canda,1.0,1.0
1219,pen nambah vaksin nya wkwk,pengin tambah vaksin nya wkwk,1.0,1.0
1220,utk memakmurkan dan menambah kekayaan para pejabat rezim krn dpt fee impor vaksin,untuk makmur dan tambah kaya para jabat rezim karena dapat fee impor vaksin,1.0,-1.0
1224,ngerasain juga kyk aku gaksi habis di vaksin demam pusing,rasai juga kayak aku gaksi habis di vaksin demam pusing,1.0,-1.0
1225,yes di sertifikat lengkap disebutkan nama vaksin tanggal amp tempat vaksin untuk kebijakan bbrp negara hanya menerima merk vaksin tertentu memang ada,yes di sertifikat lengkap sebut nama vaksin tanggal amp tempat vaksin untuk bijak beberapa negara hanya terima merk vaksin tentu memang ada,1.0,0.0
1226,hamdallah gue bisa vaksin semua tinggal nunggu pernyataan vaksin buat ibu hamil menyusui untuk bayi dan balita juga,hamdallah gue bisa vaksin semua tinggal tunggu nyata vaksin buat ibu hamil susu untuk bayi dan balita juga,1.0,1.0
1227,ini vaksin baru mulai berasa tbtb lemes bgt,ini vaksin baru mulai asa tbtb lemes banget,0.0,-1.0
1228,yang tai itu klo ada yang gak percaya corona tapi dapet vaksin gratis cok,yang tahi itu kalo ada yang enggak percaya corona tapi dapat vaksin gratis cok,1.0,0.0
1229,tadi habis vaksin langsung puyeng aku nya,tadi habis vaksin langsung puyeng aku nya,0.0,-1.0
1230,bersyukur banget dapet vaksin gratis dari kerjaan,syukur banget dapat vaksin gratis dari kerja,1.0,1.0
1231,aku udh vaksin tapi masi tahap,aku sudah vaksin tapi masih tahap,0.0,0.0
1232,indramayu aku anak pantai kak gak sampe menit nyampe tuh laut pasir hitam wkwkwk tadinya mau ke kuningan kalau enggak majalengka karena zona hitam aku gak boleh kemanamana hiks baru satu kali vaksin juga sih,indramayu aku anak pantai kak enggak sampai menit sampai tuh laut pasir hitam wkwkwk tadi mau ke kuningan kalau enggak majalengka karena zona hitam aku enggak boleh kemanamana hiks baru satu kali vaksin juga sih,1.0,0.0
1233,kok gaada reaksi apa apa ya ini vaksin,kok enggak ada reaksi apa apa ya ini vaksin,1.0,1.0
1234,tadi abis vaksin pas nyampe rumah sempet meriang sama pegelpegel dikit sekarang udah sembuh yahh gaada alesan buat ngantor besok deh,tadi habis vaksin pas sampai rumah sempat meriang sama pegelpegel dikit sekarang sudah sembuh ya enggak ada alesan buat ngantor besok deh,1.0,-1.0
1236,gatau besok pagi aku baru di vaksin,enggak tau besok pagi aku baru di vaksin,0.0,0.0
1237,jadi mau vaksin apapun pasti ada reaksinya tergantung kondisi body yaaaw yg pake sinovac pun juga ada loh yg meriangdemam tp ya gapapa selama ada reaksi berarti tandanya si vaksin lg bekerja yes,jadi mau vaksin apa pasti ada reaksi gantung kondisi body yaaaw yang pakai sinovac pun juga ada loh yang meriangdemam tapi ya gapapa lama ada reaksi arti tanda sih vaksin lagi kerja yes,0.0,1.0
1238,besok gue vaksin tapi gue gabisa tidur heee,besok gue vaksin tapi gue enggak bisa tidur heee,0.0,0.0
1239,tergantung kondisi masingmasing adekku umur tahun dia sudah vaksin tp kena covid dia dopping vitamin c dan e setiap hari rajin berjemur makan bergizi minum obat covid dr puskesmas secara rutin minggu sejak sekarang sudah negatif semangat ya,gantung kondisi masingmasing adekku umur tahun dia sudah vaksin tapi kena covid dia dopping vitamin sih dan e tiap hari rajin jemur makan gizi minum obat covid dari puskesmas cara rutin minggu sejak sekarang sudah negatif semangat ya,0.0,1.0
1241,sekumpulan info tentang vaksin di jenja citos dari for those who need it seperti gua yg sblmnya juga info vaksin sekitaran jakarta di twitter,kumpul info tentang vaksin di jenja citos dari for those who need itu seperti gua yang belum juga info vaksin sekitar jakarta di twitter,1.0,0.0
1245,balas tweet ini pun setengah mampus karena terkendala jaringan kau suruh lagi instal aplikasi udah terkejar deadline kantor hr ini stngah org rumah mau vaksin belum buat sarapan dan keperluan lainnya tinggal spill doang jambrapa ini hidup susah kali laaaa astagaaa,balas tweet ini pun tengah mampus karena kendala jaring kau suruh lagi instal aplikasi sudah kejar deadline kantor hari ini stngah orang rumah mau vaksin belum buat sarap dan perlu lain tinggal spill doang jambrapa ini hidup susah kali laaaa astaga,1.0,0.0
1247,aku awalnya gamau karna selalu lemes pucet gitu kalau liat jarum kemaren dipaksa vaksin sekalinya gasampe detik udah kelar vaksin ga berasa,aku awal enggak mau karena selalu lemes pucet begitu kalau lihat jarum kemarin paksa vaksin sekali gasampe detik sudah kelar vaksin enggak asa,0.0,1.0
1248,jadi kita vaksin di budapest bli,jadi kita vaksin di budapest beli,1.0,0.0
1253,polisi kawal kedatangan vial vaksin sinovac,polisi kawal datang vial vaksin sinovac,0.0,0.0
1254,setelah daftar mau vaksin akhirnya nemu jg di lebak bulus,telah daftar mau vaksin akhir nemu juga di lebak bulus,0.0,1.0
1256,disuruh vaksin gratis saja masih banyak yg tdk mau gimana mau bebas dr covid warga cuma menang ngeyelnya,suruh vaksin gratis saja masih banyak yang tidak mau bagaimana mau bebas dari covid warga cuma menang ngeyelnya,1.0,0.0
1257,aaaaaaaaa tapi kamu ada efek gitu ga dulu aku sma pernah vaksin di ajak ngobrol sambil di pajangin foto kai exo,aaaaaaaaa tapi kamu ada efek begitu enggak dulu aku sama pernah vaksin di ajak obrol sambil di pajangin foto kai exo,1.0,0.0
1258,presiden joko widodo jokowi memberikan pernyataan terkait vaksinasi untuk anak dari istana merdeka jakarta senin jokowi bersyukur lantaran badan pengawas obat dan makanan bpom telah mengeluarkan izin penggunaan darurat atau eua untuk vaksin sinovac,presiden joko widodo jokowi beri nyata kait vaksinasi untuk anak dari istana merdeka jakarta senin jokowi syukur lantar badan awas obat dan makan bpom telah keluar izin guna darurat atau eua untuk vaksin sinovac,0.0,0.0
1259,duh efek vaksin ko bawa an nya pengen makan mulu sih,duh efek vaksin kok bawa an nya pengin makan mulu sih,0.0,0.0
1261,sedih banget kalo baca kasus lansia positif covid padahal udah vaksin minggu ini balik ke pamulang buat ujian ga tenang karna ninggalin amah akhong berdua doang,sedih banget kalo baca kasus lansia positif covid padahal sudah vaksin minggu ini balik ke pamulang buat uji enggak tenang karena tinggal amah akhong dua doang,1.0,-1.0
1262,danlanud soewondo dampingi menteri bumn resmikan sentra vaksin di ex bandara polonia medan,danlanud soewondo damping menteri bumn resmi sentra vaksin di ex bandara polonia medan,0.0,0.0
1263,mundur lah saya gajadi vaksin dengan kondisi bawa orng tua dan kakak saya bekebutuhan khusus yang bener aja nih pemerintah seenak jidat ganti tempat ganti hari masih oke ganti tempat yg bedanya naik gojek pp keburu miskin saya bayarnya,mundur lah saya gajadi vaksin dengan kondisi bawa orang tua dan kakak saya bekebutuhan khusus yang benar saja nih perintah enak jidat ganti tempat ganti hari masih oke ganti tempat yang beda naik gojek pp keburu miskin saya bayar,0.0,-1.0
1264,polda aceh gelar lebih gerai vaksin presisi,polda aceh gelar lebih gerai vaksin presisi,0.0,0.0
1265,tiba tiba kerasa mimpi gw dah di vaksin padahal kemarin takut bgt dpt efek samping,tiba tiba rasa mimpi gue deh di vaksin padahal kemarin takut banget dapat efek samping,1.0,-1.0
1267,kalo banyak yg termindset divaksin az bakal demam meriang berharihari menurut ku engga sih yaaa tergantung body kuat apa ga yg penting sebelum vaksin harus bobo yg cukup makan dulu,kalo banyak yang termindset vaksin az bakal demam meriang berharihari turut ku enggak sih ya gantung body kuat apa enggak yang penting belum vaksin harus bobo yang cukup makan dulu,1.0,1.0
1268,nanti jgn lupa sunghoonnya suruh mam sehari ajak vaksin juga jgn lupa suruh minum vit c ya biar sehat trs,nanti jangan lupa sunghoonnya suruh mam hari ajak vaksin juga jangan lupa suruh minum vit sih ya biar sehat terus,1.0,1.0
1269,mari kita tidur kalau masih mau idup lama bsk vaksin kan u,mari kita tidur kalau masih mau hidup lama besok vaksin kan lu,1.0,1.0
